Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Realization,HermiT_Realization,JFact_Realization,Konclude_Realization,Openllet_Realization,Pellet_Realization,KoncludeCLI_Realization
ore_ont_14863.owl,1784,7,12958,11167,2116,9048,3,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1038999999999999,4.8843,3.56,0.0204,0.0734,0.0579,0.1799
ore_ont_1065.owl,2067,1,12104,10036,2349,7686,1,0,1,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0349,1.744,0.752,0.0222,0.0465,0.0394,0.168
ore_ont_5669.owl,2140,3,12761,10597,3009,7568,20,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.133,7.7478,5.425,0.0260999999999999,0.6388,0.2805,0.1863
ore_ont_16509.owl,2419,0,12663,10233,3169,7055,9,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1235,10.2561,4.6962,0.0260999999999999,0.1566,0.1387,0.1777
ore_ont_7180.owl,2478,0,12904,10415,3228,7178,9,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1297,10.5353,4.6843,0.0266,0.1649,0.1394,0.1804
ore_ont_12000.owl,3300,0,14829,11528,5423,6104,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0832,1.3757,7.4607,0.0348,0.3799,0.2866,0.1906
ore_ont_16547.owl,3300,0,14846,11545,5440,6104,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0865,1.4116,7.9456,0.0351,0.385,0.2855,0.1905
ore_ont_15184.owl,2999,1135,9904,6376,4129,1872,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.055,115.6625,2.5375,0.2433,6.0888,,0.4308
ore_ont_13857.owl,2999,1135,9912,6384,4129,1880,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0549,115.4705,2.6,0.2448,6.1211,,0.4304
ore_ont_14593.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0555,136.2842,2.7515,0.2391,6.3809,,0.4295
ore_ont_9382.owl,2994,1152,9943,6429,4117,1930,382,32,489,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,136.1157,2.7568,0.2425,6.3615,,0.4267
ore_ont_9558.owl,2999,1135,9939,6411,4128,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0549,117.9386,2.7168,0.2467,6.0486,,0.4305
ore_ont_6815.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0543,116.377,2.6877,0.2445999999999999,5.9399,,0.4325
ore_ont_9758.owl,2999,1135,9940,6412,4129,1908,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0562999999999999,117.6809,2.7297,0.2439,6.0589,,0.4329
ore_ont_2531.owl,2994,1152,9969,6443,4129,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0545999999999999,135.6723,2.7164,0.2453,6.3077,,0.4387
ore_ont_14331.owl,3005,1152,9996,6459,4145,1932,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0563,137.2932,2.6326,0.2488,6.5569,,0.4433
ore_ont_253.owl,1859,2390,10356,8493,3709,4780,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2264,1.3425,4.7646,0.0234,4.8375,3.477,0.188
ore_ont_10423.owl,3024,1173,10115,6561,4162,2023,376,32,499,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0555,126.0013,2.8058,0.2464,6.3169,,0.4486
ore_ont_6354.owl,3724,1270,10730,6503,4331,1704,468,0,504,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1596,1.0785,3.0274,0.1929,0.7088,0.5835,0.3691
ore_ont_4260.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1015,0.4696,6.6504,0.0305,0.1262,0.0938,0.1986
ore_ont_15917.owl,3018,0,13362,10340,4863,5474,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5091,2.464,8.0503,0.0332,0.3067,0.246,0.1955
ore_ont_15341.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5188,2.4068,8.9405,0.0344,0.2788,0.2558,0.1971
ore_ont_13840.owl,3044,0,13480,10431,4832,5596,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5393,2.4255,8.6896,0.034,0.2871,0.257,0.1972
ore_ont_1539.owl,2996,1135,10166,6641,4129,2137,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0574,126.7861,2.5775,0.2459,6.2054,,0.4463
ore_ont_14255.owl,2999,1135,10183,6655,4129,2151,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,129.4861,2.7612,0.2447,6.2388,,0.4482
ore_ont_8326.owl,2991,1152,10195,6672,4129,2161,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0549,145.7754,2.6354,0.2484,6.4954,,0.4494
ore_ont_10588.owl,3000,1135,10188,6660,4129,2156,375,32,497,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,125.6701,2.7193,0.2477,6.1935,,0.4447
ore_ont_8684.owl,2999,1135,10188,6660,4126,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0552,126.8403,2.7264,0.2537,6.2954,,0.4439
ore_ont_13150.owl,2999,1135,10191,6663,4130,2158,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,128.37040000000002,2.6257,0.2497,6.311,,0.4387
ore_ont_259.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0558,125.5221,2.6596,0.2514,6.1966,,0.4423
ore_ont_4162.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0554,127.3691,2.6627,0.2462,6.2629,,0.4449
ore_ont_8359.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.055,122.1988,2.5862,0.2519,6.3212,,0.4452
ore_ont_8286.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,127.7221,2.7305,0.2512,6.4134,,0.4475
ore_ont_4515.owl,2999,1135,10191,6663,4129,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0550999999999999,130.1,2.6766,0.249,6.1149,,0.4471
ore_ont_16565.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0559,129.622,2.6597,0.2425,6.3285,,0.4479
ore_ont_12884.owl,2999,1135,10192,6664,4130,2159,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,130.2247,2.6764,0.2438,6.2778,,0.4503
ore_ont_4581.owl,3001,1142,10205,6675,4131,2169,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0556,132.6419,2.5141,0.2420999999999999,6.3214,,0.4505
ore_ont_9186.owl,2995,1152,10220,6694,4129,2183,382,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,177.72,2.7779,0.2444,6.662,,0.4546
ore_ont_15352.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0552,154.8347,2.5024,0.2419,6.4425,,0.4543
ore_ont_8171.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.056,144.8821,2.8506,0.2452,6.5167,,0.4539
ore_ont_5543.owl,2994,1152,10220,6694,4129,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0565,142.7678,2.8040000000000003,0.2465,6.3766,,0.4511
ore_ont_9037.owl,2994,1152,10221,6695,4130,2183,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0561,144.1613,2.7909,0.247,6.5435,,0.4511
ore_ont_7775.owl,1398,1483,6688,5257,2892,2328,37,1,32,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3111,13.0617,4.6511,0.0483,3.3321,3.0154,0.1708
ore_ont_12474.owl,3006,1152,10245,6707,4150,2175,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0557,144.07240000000002,2.6892,0.2454,6.6013,,0.449
ore_ont_13700.owl,2554,1884,7219,4625,2687,1895,43,7,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2931999999999999,10.6558,4.1134,0.0516999999999999,0.6265,,0.2502
ore_ont_13851.owl,3535,1226,10569,6698,4841,1670,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0789,62.8703,3.535,0.2195,9.8926,,0.4272
ore_ont_14919.owl,3008,1165,10247,6710,4141,2194,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0564,128.96,2.7255,0.2438,6.396,,0.4497
ore_ont_8668.owl,3535,1226,10575,6704,4842,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0773,64.2494,3.5758,0.2243,10.6454,,0.4277
ore_ont_11696.owl,3535,1226,10576,6705,4842,1676,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761999999999999,61.933,3.2811,0.2229,10.2628,,0.4252
ore_ont_16017.owl,3535,1226,10579,6708,4842,1679,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0784,64.1905,3.4608,0.2217,10.1643,,0.4279
ore_ont_14183.owl,3539,1226,10585,6709,4847,1675,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0746,64.523,3.3963,0.2222,9.8665,,0.4264
ore_ont_6847.owl,3534,1226,10578,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0769,57.5523,3.3461,0.2262,10.2014,,0.4239
ore_ont_4958.owl,3535,1226,10579,6708,4840,1681,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756999999999999,56.3812,3.4064,0.2207,10.547,,0.4243
ore_ont_4429.owl,3005,1178,10273,6736,4144,2210,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0574,147.2853,2.7872,0.2455999999999999,6.4953,,0.4516
ore_ont_10058.owl,3535,1226,10583,6713,4840,1686,187,29,307,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0769,63.7365,3.3402,0.2212,10.3106,,0.4275
ore_ont_3584.owl,2998,1164,10277,6747,4135,2230,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,149.763,2.7882,0.2482,6.6106,,0.4507
ore_ont_4188.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0766,63.2723,3.2639,0.221,10.0576,,0.423
ore_ont_4770.owl,3535,1226,10585,6714,4841,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0775,62.9783,3.2145,0.2245,9.9658,,0.4234
ore_ont_7084.owl,3043,1135,10286,6713,4190,2148,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.056,125.9364,2.7376,0.2435999999999999,6.4704,,0.4468
ore_ont_11289.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0757,61.8538,3.3826,0.2207,9.6059,,0.4193
ore_ont_11948.owl,3539,1226,10595,6719,4847,1685,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0761,62.9808,3.4837,0.2211,10.1079,,0.4251
ore_ont_8719.owl,2998,1176,10274,6744,4137,2225,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0569,151.71880000000002,2.6973000000000003,0.2522,6.8283,,0.4503
ore_ont_14878.owl,3562,1226,10621,6723,4873,1663,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.076,63.0339,3.2383,0.2222,10.4991,,0.4192
ore_ont_4092.owl,3535,1226,10597,6726,4840,1699,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0757999999999999,58.7626,3.4854000000000003,0.2199,10.0567,,0.4168
ore_ont_15355.owl,2147,7568,12571,10397,2805,7568,24,0,28,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.057,7.6634,4.8714,0.026,0.3264,0.2791,0.2305
ore_ont_5298.owl,3555,1226,10630,6739,4866,1686,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0785,65.714,3.3274,0.2231,9.8295,,0.4187
ore_ont_14237.owl,3538,1226,10618,6744,4846,1711,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.076,66.33,3.4952,0.2266,9.9981,,0.4248
ore_ont_13679.owl,3044,1152,10345,6760,4192,2183,385,32,510,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0576,148.8123,2.8169,0.2566,6.7417,,0.4512
ore_ont_7537.owl,3535,1226,10644,6773,4840,1746,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0786999999999999,58.7232,3.2863,0.2259,9.8435,,0.4236
ore_ont_5398.owl,3546,1226,10672,6790,4858,1745,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.079,57.7907,3.5044,0.2322,9.7655,,0.4256
ore_ont_336.owl,3587,1231,10691,6768,4901,1680,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0775,65.6744,3.4916,0.2358,11.3908,,0.4272
ore_ont_9534.owl,3052,1177,10383,6801,4206,2220,375,33,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0598,138.8599,2.95,0.2905,6.8201,,0.4822
ore_ont_14286.owl,2366,7,14791,12421,4430,7989,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1,0.4618,6.6497,0.0291,0.1326,0.0957,0.1951
ore_ont_2213.owl,3016,1190,10420,6869,4165,2321,383,32,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0599,156.6764,2.7805,0.3167,7.2228,,0.5253
ore_ont_11989.owl,3010,1135,10359,6820,4150,2295,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0571,129.186,2.5543,0.273,6.2803,,0.4718
ore_ont_12468.owl,2997,1135,10377,6851,4130,2346,375,32,498,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.059,130.5907,2.7844,0.2759,6.1971,,0.4738
ore_ont_13674.owl,3005,1152,10388,6851,4150,2319,382,32,501,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0578,146.8703,2.6621,0.2733,6.3197,,0.4729
ore_ont_9896.owl,2393,0,14473,12076,3684,8389,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5596,3.3706,9.6042,0.0279,0.2441,0.2204,0.2082
ore_ont_3771.owl,2231,426,5324,3093,2622,471,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0074,0.7422,0.158,0.0245,0.1135,0.0827,0.1181
ore_ont_891.owl,3539,1226,10783,6907,4845,1875,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0756,69.0429,3.4272,0.269,10.4274,,0.4568
ore_ont_10892.owl,3535,1226,10826,6955,4840,1928,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0802,74.3418,3.2742,0.272,10.6512,,0.4607
ore_ont_4423.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0764,74.732,3.4314,0.2702,10.3053,,0.4844
ore_ont_1062.owl,3538,1226,10820,6945,4843,1915,187,30,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0765,73.8099,3.2413,0.2849,10.3219,,0.4807
ore_ont_14367.owl,3008,1220,10650,7111,4152,2584,375,32,500,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0735,170.8185,3.2188,0.2512,8.3962,,0.4614
ore_ont_8688.owl,3003,1237,10679,7142,4152,2608,382,32,503,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0739,219.5421,3.1764,0.2557,8.6221,,0.4635
ore_ont_6892.owl,3227,1137,10721,6958,4419,2162,377,33,504,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0577,132.0532,3.0824,0.2482,6.3283,,0.4508
ore_ont_7015.owl,2356,963,15949,13590,2484,11106,0,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1003,0.3655,3.2712,0.0236,0.0771,0.0544,0.2212
ore_ont_13078.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2711,1.6533,5.3465,0.0237,5.7931,4.3475,0.1986
ore_ont_7188.owl,1903,2723,11157,9250,3800,5446,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2676,1.7337,5.5082,0.024,5.8492,4.1015,0.2002
ore_ont_15013.owl,3304,6104,14851,11547,5442,6104,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0866,1.3868,7.6728,0.0394,0.6273,0.4826,0.2423
ore_ont_4587.owl,3544,1261,11085,7205,4853,2165,187,29,308,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0849,84.997,3.5835,0.2801,11.2942,,0.5013
ore_ont_13336.owl,3731,1543,11471,7226,4338,2402,486,0,515,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1889,1.1212,,0.2031,0.7202,0.6065,0.3983
ore_ont_12152.owl,3724,1290,11424,7173,4772,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2938,61.7224,4.5444,0.2813,62.2274,38.3087,0.4968
ore_ont_10481.owl,3731,1290,11444,7186,4785,1934,467,0,529,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2974,63.295,4.4406,0.2806,63.2004,38.264,0.4972
ore_ont_16759.owl,3732,1267,11621,7368,4776,2139,453,0,523,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3087,70.1866,4.5135,0.2828,59.5957,39.9939,0.507
ore_ont_16124.owl,3729,1272,11627,7378,4772,2153,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3051,71.3368,4.3244,0.2769,61.6205,38.9162,0.5023
ore_ont_1469.owl,3723,1290,11673,7424,4772,2185,467,0,528,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2856999999999999,71.9981,4.5392,0.3107,62.1823,37.5124,0.5224
ore_ont_11124.owl,2375,7,15622,13212,5112,8085,15,0,35,0,OWL2_DL - OWL2_FULL,OWL2_DL,,4.9879,,0.0587,,98.6472,0.2449
ore_ont_11131.owl,3047,5596,13488,10435,4836,5596,3,0,6,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.5457000000000001,0.515,8.6028,0.0353,0.8744,0.7,0.2356
ore_ont_4182.owl,1819,6255,12063,10213,2614,7579,20,0,32,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.6689,3.8935,,0.0248,0.6274,0.544,0.226
ore_ont_11305.owl,3661,346,9590,5793,5216,425,152,9,128,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.1856
ore_ont_1965.owl,3740,1272,11803,7543,4793,2297,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.317,71.9358,4.5077,0.3041999999999999,61.1391,42.4312,0.5078
ore_ont_15475.owl,3754,1393,11907,7633,4806,2374,453,0,522,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3224,79.7753,4.6026,0.3143,68.1696,52.1347,0.5234
ore_ont_8844.owl,4396,1313,12380,7637,5633,1722,282,0,349,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4141999999999999,48.6091,5.2265,0.1979,84.1634,65.7016,0.4191
ore_ont_14191.owl,4396,1306,12402,7664,5628,1754,282,0,344,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4,44.599,5.842,0.1989,83.5479,58.8413,0.4165
ore_ont_9800.owl,1681,1955,11587,9831,2486,7337,8,34,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,,5.018,,0.0512,0.7128,0.6061,0.3898
ore_ont_4780.owl,4417,1321,12624,7859,5653,1924,282,0,350,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.4407,57.3033,5.843500000000001,0.2423,85.6862,65.7814,0.4734
ore_ont_3839.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0409,0.7424,0.7837000000000001,0.074,0.2426,0.1968,0.2548
ore_ont_9257.owl,6602,0,18555,11953,6603,5350,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0385,0.7501,0.7353000000000001,0.0736,0.2322,0.1824,0.2557
ore_ont_10608.owl,2377,8082,14918,12537,4453,8082,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.1055,0.4331,6.7462,0.0312,0.4277,0.4437,0.2706
ore_ont_10991.owl,2370,7989,14796,12423,4432,7989,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1032,0.4465,6.7333,0.0305,0.2514,0.193,0.2633
ore_ont_14258.owl,1913,3,19299,17382,2598,14780,4,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1325,10.0226,9.4187,0.0618,0.0605,0.0666,0.2596
ore_ont_7488.owl,1672,10772,14772,13074,2282,10772,20,0,26,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0774,0.3287,6.4591,0.0528,0.2072,0.2531,0.2976
ore_ont_13124.owl,3779,0,16809,13026,7165,5858,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.167,1.5708,7.8636,0.045,0.6278,0.5942,0.227
ore_ont_5841.owl,5703,1466,16745,10788,9109,1480,199,39,215,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.2145,5.3184000000000005,7.6711,0.0999,0.3989,0.3637,0.2742
ore_ont_7195.owl,2878,9,19474,16591,5310,11276,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1538,5.524,10.7622,0.0366999999999999,0.3452,0.2724,0.2649
ore_ont_16453.owl,1867,0,18671,16802,2732,14069,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.0679,2.9281,15.7977,0.0209,0.1858,0.1608,0.2621
ore_ont_13949.owl,2920,9,19893,16968,5421,11542,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1606,5.5755,11.062,0.0366999999999999,0.373,0.2838,0.2716
ore_ont_15921.owl,187,3307,8874,8624,385,8234,5,0,64,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1393,0.4162,2.9599,0.0151,0.2404,0.242,0.2784
